  PID  PPID  PGID   UID USER             STAT     ELAPSED COMMAND
82292 82242 82242   501 oopslink         S    22-07:39:08 /Users/oopslink/.agent-center/workers/worker-edb09a0c/var/agents/01KTVBCSTHCBN1ZFGZQB6XTNW7/tasks/wt-review-delivered/bin/agent-center worker mcp-host
82895     1 82895   501 oopslink         S    02-22:10:06 /Applications/Visual Studio Code.app/Contents/MacOS/Code
82898     1 82897   501 oopslink         S    02-22:10:06 /Applications/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/oopslink/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=103dbe67-f57b-4d7a-a7d4-f1a683a6a5f0&iid=103dbe67-f57b-4d7a-a7d4-f1a683a6a5f0&sid=103dbe67-f57b-4d7a-a7d4-f1a683a6a5f0 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.134.0 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=42.8.1 --handshake-fd=21
82899 82895 82895   501 oopslink         S    02-22:10:06 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=gpu-process --user-data-dir=/Users/oopslink/Library/Application Support/Code --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=33
82900 82895 82895   501 oopslink         S    02-22:10:06 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=network --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=33
82901 82895 82895   501 oopslink         S    02-22:10:06 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786005597139915 --launch-time-ticks=1652061549848 --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:b8a802a1-7caa-44b2-8254-0e7e3fb31930 --seatbelt-client=64
82941 82895 82895   501 oopslink         S    02-22:10:05 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708990997080739
82942 82895 82895   501 oopslink         S    02-22:10:05 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708991934122588
82999 82895 82895   501 oopslink         S    02-22:10:04 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708992871164437
83000 82895 82895   501 oopslink         S    02-22:10:04 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/oopslink/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14382233745758566361,7122491823550652147,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16487348185286088839,4541254515511285831,4 --trace-process-track-uuid=3190708993808206286
83003 83000 82895   501 oopslink         S    02-22:10:04 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Applications/Visual Studio Code.app/Contents/Resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=83000
83195 82999 82895   501 oopslink         S    02-22:10:00 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper /Applications/Visual Studio Code.app/Contents/Resources/app/node_modules.asar.unpacked/@github/copilot-darwin-arm64/index.js --headless --no-auto-update --log-level info --stdio --no-auto-login
83334     1 83334     0 root             Ss   01-03:14:58 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
84232     1 84232     0 root             Ss      07:18:55 /usr/libexec/logd_helper
84290     1 84290   501 oopslink         S    02-22:47:25 /System/Applications/Notes.app/Contents/MacOS/Notes
84705     1 84705     0 root             Ss      07:18:47 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
84851     1 84851   501 oopslink         S    23-23:03:43 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
85020     1 85020     0 root             Ss   09-21:10:23 /usr/sbin/bluetoothd
85224     1 85224   200 _softwareupdate  Ss      07:18:42 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
85228     1 85228   501 oopslink         S       07:18:42 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
85229     1 85229     0 root             Ss      07:18:42 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
85231     1 85231     0 root             Ss      07:18:42 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
85239     1 85239   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
85240     1 85240   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
85241     1 85241   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
85242     1 85242   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
85244     1 85244   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
85245     1 85245   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
85246     1 85246   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
85248     1 85248   262 _cmiodalassistants S       07:18:41 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
85249     1 85249   262 _cmiodalassistants S       07:18:41 /usr/libexec/secinitd
85250     1 85250     0 root             Ss      07:18:41 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
85252     1 85252   501 oopslink         S       07:18:41 /usr/libexec/networkserviceproxy
85253     1 85253   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
85254     1 85254     0 root             Ss      07:18:41 /usr/libexec/wifip2pd
85255     1 85255     0 root             Ss   02-11:26:38 /System/Library/CoreServices/TimeMachine/backupd
85258     1 85258   501 oopslink         S       07:18:41 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
85263     1 85263   262 _cmiodalassistants S       07:18:41 /usr/sbin/cfprefsd agent
85267     1 85267   262 _cmiodalassistants S       07:18:41 /usr/libexec/trustd --agent
85278     1 85278     0 root             Ss      07:18:41 /usr/libexec/trustdFileHelper
85308     1 85308   501 oopslink         S       07:18:41 /usr/libexec/swcd
85369     1 85369   501 oopslink         S       07:18:41 /usr/libexec/swtransparencyd
85546     1 85546   501 oopslink         S       07:18:40 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
85549     1 85549   501 oopslink         S       07:18:40 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
85550     1 85550   278 _accessoryupdater Ss      07:18:40 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
85564     1 85564   501 oopslink         Ss      07:18:40 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
85613     1 85613     0 root             Ss      07:18:40 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
85638     1 85638     0 root             Ss      07:18:40 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
85717     1 85717   501 oopslink         S       07:18:40 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
85726     1 85726     0 root             Ss      07:18:40 /System/Library/CoreServices/osanalyticshelper server-init
85755     1 85755     0 root             Ss      07:18:40 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
85879     1 85879     0 root             Ss      07:18:39 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
85880     1 85880     0 root             Ss      07:18:39 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
85881     1 85881   501 oopslink         S       07:18:39 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
86416     1 86416   501 oopslink         S    02-09:25:30 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KTVB7S3GE1PRSDFX3BE81FCM --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
86461     1 86461   277 _rmd             Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
86462     1 86462   501 oopslink         S       01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/RemoteManagementAgent
86487     1 86487   501 oopslink         Ss      01:40:15 /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/SafariConfigurationSubscriber.xpc/Contents/MacOS/SafariConfigurationSubscriber
86489     1 86489   277 _rmd             Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
86494     1 86494   277 _rmd             Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
86495     1 86495   501 oopslink         Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
86501     1 86501   277 _rmd             Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
86502     1 86502   501 oopslink         Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
86515     1 86515   501 oopslink         Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
86526     1 86526   277 _rmd             Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
86555     1 86555   270 _driverkit       Ss   09-21:10:10 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x10006dcc0 com.apple.IOUserBluetoothSerialDriver
86618     1 86618   501 oopslink         Ss      01:40:15 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
86720     1 86720   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
86725     1 86725   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
86726     1 86726   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber
86727     1 86727   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
86773     1 86773   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
86803     1 86803   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/Contents/MacOS/ManagedAppsSubscriber
86806     1 86806   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/Contents/MacOS/ManagedAppsSubscriber
86812     1 86812   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
86813     1 86813   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
86815     1 86815   277 _rmd             Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
86818     1 86818   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ASConfigurationSubscriber.xpc/Contents/MacOS/ASConfigurationSubscriber
86821     1 86821   501 oopslink         Ss      01:40:14 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedSettingsSubscriber.xpc/Contents/MacOS/ManagedSettingsSubscriber
86984  1065  1065   501 oopslink         S    06-03:09:10 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=19272 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1374918166164 --shared-files --metrics-shmem-handle=1752395122,r,16797626827795361448,7573630952182796130,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190727044982385422 --seatbelt-client=92
87237     1 87237     0 root             Ss      06:46:31 /usr/libexec/keybagd -t 15
87239     1 87239   501 oopslink         S       06:46:31 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
87240     1 87240   501 oopslink         Ss      06:46:31 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
87449     1 87449   501 oopslink         S    20-19:35:10 /Users/oopslink/.agent-center-test/stage6-t1262/worker-1/current/bin/agent-center worker agent-runtime --agent-id 01KZE8X05CS5DC2WZSMHY30M4K --worker-id worker-ea3f65de --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-31f54758957c --config /Users/oopslink/.agent-center-test/stage6-t1262/worker-1/etc/config.yaml --admin-target tcp://127.0.0.1:59448 --admin-token <REDACTED> --server-fingerprint sha256:34:80:FC:5B:2E:F7:0C:43:0F:75:87:FB:2A:8B:7A:B3:B6:18:52:05:E6:9F:10:16:38:FD:E1:14:75:CE:66:D9
87450 87449 87450   501 oopslink         Ss   20-19:35:09 /Users/oopslink/.agent-center-test/stage6-t1262/worker-1/current/bin/agent-center worker agent-supervisor --agent-id 01KZE8X05CS5DC2WZSMHY30M4K --home-dir /Users/oopslink/.agent-center-test/stage6-t1262/worker-1/var/agents/01KZE8X05CS5DC2WZSMHY30M4K --mcp-config-path <REDACTED_MCP_CONFIG> --workspace-dir /Users/oopslink/.agent-center-test/stage6-t1262/worker-1/var/agents/01KZE8X05CS5DC2WZSMHY30M4K/tasks --model claude-opus-4-8 --display-name Sandbox Agent stage6-t1262 --generation 1
