  PID  PPID  PGID   UID USER             STAT     ELAPSED COMMAND
21865 21837 21865   501 oopslink         S          02:31 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
21967     1 21967   501 oopslink         S          02:28 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21969     1 21969   501 oopslink         S          02:28 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
22742     1 22742     0 root             Ss      07:05:53 /usr/libexec/countryd
22746     1 22746   501 oopslink         S          01:18 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
22782 21837 22782   501 oopslink         Ss         01:02 bash docs/reports/process-saturation-20260828/collect-process-evidence.sh
22839 87933 22839   501 oopslink         Ss         00:53 node /opt/homebrew/bin/pnpm test
22850 22839 22839   501 oopslink         U          00:53 node (vitest)  
22857 22850 22839   501 oopslink         S          00:53 /Users/oopslink/.agent-center/workers/worker-edb09a0c/var/runtime/worktrees/exec-7e4fdc8b/web/node_modules/.pnpm/@esbuild+darwin-arm64@0.21.5/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.21.5 --ping
22884 22850 22839   501 oopslink         R          00:50 node (vitest 7)     
22933     1 22933   501 oopslink         S          00:41 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
22934     1 22934   501 oopslink         S          00:41 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
22935     1 22935   501 oopslink         S          00:41 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
22993 89705 89666     0 root             S          00:31 sleep 60
23150 22850 22839   501 oopslink         R          00:05 node (vitest 4)     
23159 22850 22839   501 oopslink         R          00:04 node (vitest 5)     
23164 22850 22839   501 oopslink         R          00:02 node (vitest 8)     
23166 22850 22839   501 oopslink         S          00:02 node (vitest 2)     
23171 22850 22839   501 oopslink         R          00:02 node (vitest 6)     
23174 22850 22839   501 oopslink         R          00:02 node (vitest 9)     
23176 22850 22839   501 oopslink         R          00:01 node (vitest 3)     
23179 22782 22782     0 root             R          00:00 ps -axo pid,ppid,pgid,uid,user,stat,etime,command -ww
24582     1 24582   501 oopslink         S    03-04:16:24 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
25583 15645 15607   501 oopslink         S    03-02:15:14 /Applications/WeChat.app/Contents/MacOS/WeChatAppEx.app/Contents/Frameworks/WeChatAppEx Framework.framework/Versions/C/Helpers/WeChatAppEx Helper (Renderer).app/Contents/MacOS/WeChatAppEx Helper (Renderer) --type=renderer --client_version=4066645762 --enable-crash-reporter --wmpf_root_dir=/Users/oopslink/Library/Containers/com.tencent.xinWeChat/Data/Documents/app_data/radium --instance-index=0 --bundle-id=5A4RE8SF68.com.tencent.xinWeChat --wmpf-render-type=0 --product-id=1002 --disable-notifications --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1786005597066468 --disable-mojo-broker --launch-time-ticks=1637353777878 --shared-files --field-trial-handle=1718379636,r,2543933638520551753,2950008280877986755,262144 --enable-features=OverlayScrollbar,XWorker --disable-features=AudioServiceOutOfProcess,AutoupgradeMixedContent,BackForwardCache,DigitalGoodsApi,NotificationTriggers,PeriodicBackgroundSync,TFLiteLanguageDetectionEnabled,Vulkan,WebOTP --variations-seed-version --log-level=2 --seatbelt-client=182
27784  1065  1065   501 oopslink         S    03-00:38:04 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=23161 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1643183137640 --shared-files --metrics-shmem-handle=1752395122,r,11766397050055676536,10565635621902269247,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190730689138136183 --seatbelt-client=207
27988     1 27988   501 oopslink         S       04:50:30 /usr/libexec/transparencyd
27991     1 27991   501 oopslink         S       04:50:29 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
29059 63179 63179   501 oopslink         S    01-20:47:57 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service) --type=utility --utility-sub-type=audio.mojom.AudioService --lang=zh-CN --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --shared-files --metrics-shmem-handle=1752395122,r,11859872954482121468,12786789204130618110,524288 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190709070645637904 --seatbelt-client=263
29566     1 29566   501 oopslink         Ss      21:09:55 /System/Library/CoreServices/ControlCenter.app/Contents/XPCServices/ControlCenterHelper.xpc/Contents/MacOS/ControlCenterHelper
29843     1 29843   501 oopslink         Ss   21-21:24:33 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("zh-Hans-CN")
29902     1 29902     0 root             Ss   14-07:49:26 /usr/libexec/assetsubscriptiond
30287     1 30287   501 oopslink         S       04:04:33 /System/Library/PrivateFrameworks/PrivateCloudCompute.framework/privatecloudcomputed.app/Contents/MacOS/privatecloudcomputed
30349     1 30349   501 oopslink         S    26-21:20:10 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
30953     1 30953   205 _locationd       S    18-19:22:43 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
31040     1 31040   501 oopslink         S    22-20:25:43 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
31252     1 31252   501 oopslink         S<   01-18:09:09 /Applications/Visual Studio Code.app/Contents/Frameworks/Squirrel.framework/Resources/ShipIt com.microsoft.VSCode.ShipIt /Users/oopslink/Library/Caches/com.microsoft.VSCode.ShipIt/ShipItState.plist
31335     1 31335   501 oopslink         S    07-19:59:38 /Users/oopslink/.agent-center/workers/worker-edb09a0c/var/runtime/worktrees/exec-7083967d/bin/agent-center worker agent-runtime --agent-id v23-agent-0001 --worker-id test-w-1 --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-1fc6a035a4b9 --config /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/ac-v23-3b-zQ0oTq/config.yaml --admin-target unix:/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/ac-v23-3b-zQ0oTq/admin.sock --admin-token <REDACTED>
31340 31335 31340   501 oopslink         Ss   07-19:59:37 /Users/oopslink/.agent-center/workers/worker-edb09a0c/var/runtime/worktrees/exec-7083967d/bin/agent-center worker agent-supervisor --agent-id v23-agent-0001 --home-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/ac-v23-3b-zQ0oTq/agents/v23-agent-0001 --mcp-config-path <REDACTED_MCP_CONFIG> --workspace-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/ac-v23-3b-zQ0oTq/agents/v23-agent-0001/tasks --display-name v23-agent --generation 1
31358 31340 31358   501 oopslink         S    07-19:59:37 claude --output-format stream-json --session-id 318e071e-f0e8-5bdd-826c-752704dfd683 --append-system-prompt == Who you are ==\012You are ONE specific agent in this workspace, identified by your own display name. Other agents may take part in the same conversations as you. Before acting on any message, be sure you know your own identity: call get_my_profile — it returns your display_name and agent_ref. Then:\012- A message is "directed at you" only when it @mentions YOUR display_name (or is a DM to you). A message that @mentions a DIFFERENT agent's name is that agent's to answer, NOT yours — never adopt another agent's identity or answer on their behalf.\012- When YOU @mention someone, you are addressing a DIFFERENT participant, never yourself. Do not @mention your own name.\012- If you are unsure which agent you are, call get_my_profile again rather than guessing from the conversation text.\012\012You have two responsibilities: work through your task queue, and respond to people who message you. Both matter.\012\012== Your work queue ==\012Run this loop whenever you are woken, finish a task, or start up:\012\0121. Call list_my_tasks — your single "what do I have to do?" query. It returns the open/running tasks assigned to you that are runnable now (their dependencies are satisfied), each with its status and — if it was blocked and has since been unblocked — the answer left for you in blocked_comment.\012   - If a task is already running (yours, in progress): continue it (your prior session/context is restored). When you finish it, call complete_task.\012   - Otherwise pick an open task and call start_task(task_id) to begin it (open→running). Or claim an ownerless assignment-pool task with claim_task. Then do the work and complete_task.\0122. While working a long task, call heartbeat(task_id) periodically to renew its execution lease — otherwise the system may presume you died and reclaim the task.\0123. After completing a task, call list_my_tasks again for the next one.\0124. If list_my_tasks is empty (and nothing is claimable), you are idle — stop and wait for the next notification.\012\012When you can't proceed, call block_task(task_id, reason, reason_type) — do NOT give up (there is no "fail"). Use reason_type="input_required" when you need a user to answer something: it appears as an input box in the task's conversation, the reply comes back in blocked_comment, and you continue from there. Use reason_type="obstacle" when an external blocker needs an owner/PM to step in. Either way the task stays yours (same assignee) but it PARKS: it leaves running and is not dispatched again until someone unblocks it. Always write the reason yourself, describing what is actually true — never a canned line.\012\012When your work is DONE, call complete_task(task_id, delivery={summary:..., outcome:...}) — NOT block_task. Complete means your assigned work is finished and ready for its downstream node; review / verification / merge should be modeled as the next task in the plan, not as a parked state on your task.\012\012Key rules:\012- Only ONE task runs at a time. Conclude the current one — complete_task (done) or block_task (genuinely stuck) — before starting another; start_task returns 'agent_busy' if you already have a running task. Both free you; pick the one that is TRUE, not the one that is convenient.\012- start_task only succeeds on a runnable task (its dependencies are satisfied). 'task_not_runnable' means it isn't ready yet — pick another or wait for the next notification.\012- If a work operation returns 'agent_busy' or 'task_not_runnable', don't worry — just go back to step 1 (a restart likely released your task, or the task isn't ready yet; this is normal).\012- A "new work available" notification does not interrupt you — finish your current task, then return to the loop.\012- Your default tools are the high-frequency core (working your queue + messages + core reads). Issue lifecycle tools (get_issue/list_issues/create_issue/update_issue/close_issue/reopen_issue/list_tasks_of_issue) are also core because wakeups and owner-review nudges name them directly. Lower-frequency tools (plans, findings, file re-scoping, subscriptions, org discovery, node recovery) are DEFERRED — not missing: they load on demand via search_tools with keywords (e.g. search_tools "plan" / "file") and the matching tools become callable immediately. Common DEFERRED read tools: to read a plan use get_plan (search_tools "plan"). HARD RULE — discoverability ≠ absence for DEFERRED tools: before you conclude that you lack a deferred tool or capability — and BEFORE you block_task or give up because "there is no tool for this" — you MUST call search_tools at least once (by keyword, or with an empty query to load ALL deferred tools) and only decide it's missing after that still comes back empty. This rule does not verify core tools: core tools such as get_my_profile, list_my_tasks, get_my_unread, mark_seen, and post_message should be called directly, not searched for through search_tools. Not seeing a deferred tool in your current set means "not loaded yet", not "doesn't exist".\012- Timed reminders: when you need to be reminded — or to remind a teammate — at a future moment (one-shot or recurring), use the agent-center reminder tools (search_tools "reminder" → create_reminder). They are durable (survive relaunch/crash), can wake another agent, and are the system's source of truth for scheduled nudges. Do NOT reach for ad-hoc session scheduling like ScheduleWakeup or Cron for this — those are session-local, invisible to others, and lost across restarts. Use ScheduleWakeup/Cron only as a fallback when the reminder tools are genuinely unavailable.\012\012== Reporting format ==\012For any user-visible task/status report — including progress, completion, blocker, risk, recovery, and review handoff messages — use this structure:\012- Include separate sections named 【完成】, 【阻塞】, and 【风险】. Do not chain different facts with commas.\012- In 【完成】, prefix each atomic line with ✓已做.\012- In 【阻塞】, prefix each atomic line with ⏸等待.\012- In 【风险】, prefix each atomic line with 🛡️防护.\012- Write one atomic fact per sentence. Avoid nested clauses.\012- End every report by explicitly answering: 现在的决策是什么？谁等什么？\012\012== Messages directed at you ==\012People reach you by direct message (DM) and by @mentioning you in channels or on issues/tasks. You MUST reply to every message directed at you — a reply is not optional. Your reply IS your decision, and it must say what you decided and what happens next; never send a hollow "ok"/"got it" with no substance. The three valid replies are:\012- Accept (defer): "Yes — I'll do X after I finish my current task" (then it joins your work naturally).\012- Accept (now): if it genuinely can't wait, handle it inline — reply and do the small thing — then return to your running task.\012- Decline: "I won't do X because <reason>" — a clear reason, not silence.\012\012How you encounter messages:\012- Proactively: call get_my_unread periodically and whenever you reach a stopping point between tasks. It lists your unread DMs and unread @mentions. Reply to each.\012- Reactively: you may be woken with a message delivered directly (including an @mention on an issue or task you don't own). Reply to it the same way.\012\012After you reply to (or decide on) a message, call mark_seen(conversation_id, message_id) for the latest message you handled, so it is not surfaced again. Reply where the message came from with post_message, setting target to that destination: {type:"conversation", id:<conversation_id>} for a DM or channel, {type:"task", id:<task_id>} for a task, or {type:"issue", id:<issue_id>} for an issue.\012\012== Managing your memory ==\012You have persistent, scoped memory that survives across sessions. The memory system provides your memory directory layout and current content below.\012\012Rules:\012- Before starting a unit of work, consult the ancestor scope chain (narrow → broad: task → project → global). The most specific scope wins when notes conflict.\012- After completing a unit of work or learning something durable (a pattern, a user preference, a failure mode, a project convention), record it into the MOST specific scope that fits by editing the matching MEMORY.md with your file tools. The runtime commits your edits automatically.\012- Do not write outside your memory directory.\012\012== Agent-center access policy ==\012Use only the provided agent-center MCP tools for agent-center state reads or writes, including messages, tasks, plans, reminders, files, and agent/runtime status. Do not access the agent-center database, SQLite files, admin socket, admin HTTP endpoints, worker tokens, mcp_config.runtime.json, or process arguments as a fallback. Core agent-center tools such as get_my_profile, list_my_tasks, get_my_unread, mark_seen, and post_message are expected to be directly callable; do not use tool_search or search_tools to verify post_message, because search_tools only loads deferred tools and may correctly return no result for core tools. To smoke-test agent-center MCP availability, call get_my_profile directly first; if it succeeds, use its my_capabilities as the core-tool inventory and call post_message directly when replying. When asked to list available agent-center tools, report get_my_profile.my_capabilities for core tools, then use search_tools with an empty query only to load/list deferred tools. Use search_tools only for deferred, lower-frequency tools described by the work-queue prompt. If an agent-center MCP tool is missing, unavailable, or fails to load, report that blocker in the current conversation and stop the affected center-state operation.\012\012== Your memory ==\012Your persistent memory is a git repo at /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/ac-v23-3b-zQ0oTq/agents/v23-agent-0001/memory — markdown, organised by scope:\012  MEMORY.md                                          global (all your work)\012  supervisor.md                                      your self-memory\012  projects/<project_id>/MEMORY.md                     project scope\012  projects/<project_id>/tasks/<task_id>/MEMORY.md     task scope\012  projects/<project_id>/issues/<issue_id>/MEMORY.md   issue scope\012  conversations/<conversation_id>/MEMORY.md           conversation scope\012Startup memory below is intentionally budgeted. Treat MEMORY.md as the index, read omitted paths only when they are relevant, and consult the ancestor chain narrow→broad when a task needs scoped detail. Record durable lessons in the most specific matching MEMORY.md. Never write outside this directory.\012\012Progressive startup memory:\012<agent-memory progressive="true">\012## global (MEMORY.md)\012# agent-center Memory\012\012<!-- This is the supervisor's global notebook. Append observations, runbooks,\012     and cross-scope patterns here. Files closer to a scope (project / task /\012     issue / conversation / worker) take precedence via ancestor walk. -->\012\012## supervisor (supervisor.md)\012# Supervisor Self-Memory\012\012<!-- Self-referential notes for the supervisor (workflow tweaks, common\012     failure modes). Loaded explicitly at the top of every invocation prompt\012     (not via MEMORY.md ancestor walk). Keep it short; expand into specific\012     scope files when relevant. -->\012\012</agent-memory> --print --input-format stream-json --verbose --setting-sources user,project --allow-dangerously-skip-permissions --dangerously-skip-permissions --permission-mode bypassPermissions --mcp-config <REDACTED_MCP_CONFIG> --strict-mcp-config
31372 31358 31358   501 oopslink         S    07-19:59:36 /Users/oopslink/.agent-center/workers/worker-edb09a0c/var/runtime/worktrees/exec-7083967d/bin/agent-center worker mcp-host
31975     1 31975   501 oopslink         S    04-05:31:40 /Users/oopslink/.agent-center/workers/worker-edb09a0c/current/bin/agent-center worker agent-runtime --agent-id 01KWC7498E3WBAC49D6MABKWJP --worker-id worker-edb09a0c --sock-dir /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/acw-dfccbe56f636 --config /Users/oopslink/.agent-center/workers/worker-edb09a0c/etc/config.yaml --admin-target tcp://localhost:7300 --admin-token <REDACTED> --server-fingerprint sha256:0B:87:87:2A:82:75:0D:1A:48:1D:7E:D5:88:A2:AD:B8:B9:28:44:D3:47:76:DC:89:26:D0:06:E2:0D:B8:83:61
32412     1 32412     0 root             Ss   02-22:59:01 /usr/libexec/opendirectoryd
33664     1 33664   501 oopslink         S    01-18:07:41 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
34048     1 34048   501 oopslink         Ss   06-03:25:37 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
34052     1 34052   501 oopslink         Ss   06-03:25:37 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
34057 34052 34057   501 oopslink         Ss   06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-vCYU3X --remote-debugging-pipe --no-startup-window
34058 34048 34058   501 oopslink         Ss   06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-jmEeE2 --remote-debugging-pipe --no-startup-window
34083 34057 34057   501 oopslink         S    06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,18339492634025442745,4365711602070936581,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,803995376797298892,13927578148125248175,4 --trace-process-track-uuid=3190708988185955192
34084 34058 34058   501 oopslink         S    06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,367901742153276854,1008204461097700848,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,14309529020929685437,16614329626983557526,4 --trace-process-track-uuid=3190708988185955192
34085 34058 34058   501 oopslink         S    06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,367901742153276854,1008204461097700848,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,14309529020929685437,16614329626983557526,4 --trace-process-track-uuid=3190708989122997041
34086 34057 34057   501 oopslink         S    06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,18339492634025442745,4365711602070936581,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,803995376797298892,13927578148125248175,4 --trace-process-track-uuid=3190708989122997041
34087 34058 34058   501 oopslink         S    06-03:25:36 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=renderer --headless=old --no-sandbox --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --enable-automation --force-color-profile=srgb --remote-debugging-pipe --allow-pre-commit-input --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786005596237834 --launch-time-ticks=1373932238060 --shared-files --field-trial-handle=1718379636,r,367901742153276854,1008204461097700848,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,14309529020929685437,16614329626983557526,4 --trace-process-track-uuid=3190708990060038890
